a,Barton (Town),1.4 MI NE OF LOCKWOOD,DEAN CREEK ROAD DEAN CREEK,30 - County,1985,07/18/2017,N,4.77
a,Barton (Town),1.9 MI WEST OF BARTON,ELLIS CREEK ROAD ELLIS CREEK,30 - County,2016,11/09/2016,N,6.51
a,Barton (Town),2.3 MI NW OF BARTON,ELLIS CREEK ROAD ELLIS CREEK,30 - County,2003,06/09/2016,N,5.67
a,Barton (Town),3.7 MI SW STRAITS CORNERS,HAMILTON VLY ROAD S.BR.CATATONK CRK,30 - County,2015,08/28/2017,N,6.44
a,Barton (Town),IN LOCKWOOD,MAIN STREET CAYUTA CREEK,30 - County,1960,11/12/2015,N,6.45
a,Barton (Town),1.0 MI S OF LOCKWOOD,MILLER HOLLOW RD. CAYUTA CREEK,30 - County,2007,10/26/2016,N,6.62
a,Barton (Town),1.9 MI N OF LOCKWOOD,RENIFF ROAD CAYUTA CREEK,30 - County,1958,07/17/2017,N,6.03
a,Berkshire (Town),1.9 MI SOUTH OF BERKSHIRE,38  38 65011142 NILES CREEK,NYSDOT,1959,04/13/2016,N,3.67
a,Berkshire (Town),0.4 MI S OF BERSHIRE,38  38 65011155 TRIB E BR OWEGOCK,NYSDOT,1959,09/29/2016,SD,3.63
a,Berkshire (Town),0.3 MI N OF BERSHIRE,38  38 65011162 BERKSHIRE CREEK,NYSDOT,1930,05/17/2016,SD,4.26
a,Berkshire (Town),1.6 MI NW OF BERKSHIRE,38  38 65011177 EAST BR OWEGO CRK,NYSDOT,1987,10/25/2016,N,5.31
"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Tioga County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
a,Berkshire (Town),1.1 MI S OF BERKSHIRE,BROWN ROAD EAST BRANCH of  OWEGO,30 - County,1936,10/05/2016,N,6.26
"",,,CREEK,,,,,
a,Berkshire (Town),IN VILLAGE OF BERKSHIRE,E BERKSHIRE ROAD E.BR.OF OWEGO CRK,30 - County,1982,04/19/2017,N,5.76
a,Berkshire (Town),0.5 MI SW OF BERKSHIRE,GLEN ROAD GLEN BROOK,30 - County,2016,11/10/2016,SD,7.00
a,Berkshire (Town),1.2 MI NW OF BERKSHIRE,JEWETT HILL ROAD JEWETT HILL CREEK,40 - Town,1936,09/06/2016,SD,3.86
a,Berkshire (Town),2.7 MI SE OF BERKSHIRE,SOUTH HILL ROAD WILSON CREEK,40 - Town,1960,06/12/2017,N,5.04
a,Candor (Town),3.8 MILES NE OF CANDOR,96B 96B 65011039 PROSPECT VALLEY CREEK,NYSDOT,2007,08/18/2015,N,6.37
a,Candor (Town),6.8 MI NE OF CANDOR,96B 96B 65011068 WILLSEYVLLE CREEK,NYSDOT,1940,10/05/2016,N,4.94
a,Candor (Town),5.2 MILES NE OF CANDOR,96B 96B65011053 WILLSEYVILLE CREEK,NYSDOT,2001,09/28/2016,N,6.67
a,Candor (Town),2.5 MI NE OF CANDOR,CANDOR HILL ROAD DOOLITTLE CREEK,40 - Town,1987,07/26/2017,N,5.51
a,Candor (Town),0.8 MI NW OF CATATONK,CATATONK HILL RD HOYT CREEK,40 - Town,2011,11/12/2015,N,4.00
a,Candor (Town),0.6 MI NW OF CATATONK,CATATONK HILL RD. CATATONK CREEK,30 - County,1961,10/20/2016,N,7.00
a,Candor (Town),8.3 MI NE OF SPENCER,CODDINGTON ROAD DANBY CREEK,30 - County,2016,12/30/2016,N,7.00
a,Candor (Town),4.4 MI SW NEWARK VALLEY,CR 33 W BR OWEGO CREEK,30 - County,1949,07/26/2017,N,6.47
a,Candor (Town),6.4 MI NE OF SPENCER,GRIDLEYVILLE X-RD CATATONK CREEK,30 - County,1965,11/16/2016,N,6.87
a,Candor (Town),6.8 MI. NE OF SPENCER,GRIDLEYVILLE XING WILLSEYVILLE CRK.,30 - County,1987,05/21/2017,N,6.92
a,Candor (Town),8 MILES NE OF SPENCER,HANDS HILL ROAD WILLSEYVILLE CREEK,40 - Town,1988,07/26/2017,N,4.76
a,Candor (Town),1.0 MI NORTH OF CANDOR,HONEY POT ROAD COLE BROOK,30 - County,1985,10/25/2016,N,5.00
a,Candor (Town),1.9 MI SE OF CANDOR,KELSEY ROAD CATATONK CREEK,30 - County,1975,04/11/2017,N,6.40
a,Candor (Town),3.4 MI. E OF CANDOR,LOWER FAIRFIELD R DOOLITTLE CREEK,40 - Town,1930,07/12/2017,SD,3.78
a,Candor (Town),2.9 MILES NW OF CANDOR,NORRIS ROAD PROSPECT VLLY CRK,40 - Town,1988,04/10/2017,FO,4.51
a,Candor (Town),3.2 MILES NE OF CATATONK,PARK SETTLEMNT RD CRANES NEST CREEK,40 - Town,1981,07/12/2017,N,3.64
a,Candor (Town),3.3 MI NW OF CANDOR,PROSPECT VALLEY ROAD PROSPECT VALLEY CREEK,40 - Town,1980,07/11/2016,SD,3.74
a,Candor (Town),3.6 MI N OF GRIDLEYVILLE,PROSPECT VLLY RD PROSPECT VLLY CRK,40 - Town,1986,03/28/2017,N,4.96
a,Candor (Town),IN STRAITS CORNERS,STRAITS CORNRS RD PIPE CREEK,30 - County,1961,07/12/2017,N,6.45
a,Candor (Town),2.2 MI NORTH OF CANDOR,VANDERPOOL ROAD PROSPECT VLY CRK,40 - Town,1997,03/28/2017,N,5.46
a,Candor (Town),4.1 MI SW NEWARK VALLEY,WEST CREEK ROAD DOOLITTLE CREEK,30 - County,1958,03/27/2017,N,5.62
a,Candor (Town),3.7 MI SW OF BERKSHIRE,WEST CREEK ROAD W.BR OF OWEGO CRK,30 - County,1964,06/05/2017,N,4.63
a,Candor (Town),6.4 MI NE OF CANDOR,WEST CREEK ROAD WEST CREEK,30 - County,2003,09/10/2015,N,6.91
a,Candor (Village),RTE 96 SE END OF CANDOR,96  96 65011098 CATATONK CREEK,NYSDOT,2013,08/18/2015,N,6.71
a,Candor (Village),RTE 96 OVER CATATONK CK,960H960H65011001 CATATONK CREEK,NYSDOT,1984,12/03/2015,N,6.38
a,Newark Valley (Town),6.9 MI N OF OWEGO,38  38 65011069 WADE HOLLOW CREEK,NYSDOT,1940,05/03/2016,SD,3.95
a,Newark Valley (Town),1.6 MI N OF NEWARK VALLEY,38  38 65011116 WILSON CREEK,NYSDOT,1936,07/01/2015,FO,5.55
a,Newark Valley (Town),2.0 MI N OF NEWARK VALLEY,38  38 65011120 EAST BRANCH OWEGO,NYSDOT,1962,05/16/2016,N,5.34
"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Tioga County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
a,Newark Valley (Town),3.5 MI SW NEWARK VALLEY,BLEWER-MEAD ROAD W BR OF OWEGO CREEK,30 - County,1978,11/09/2016,N,5.88
a,Newark Valley (Town),0.9 MI SW NEWARK VALLEY,BRIDGE STREET E BR OWEGO CREEK,30 - County,2007,05/22/2017,N,7.00
a,Newark Valley (Town),2.7 MI S OF BERKSHIRE,BROWN ROAD E.BR.OF OWEGO CRK,30 - County,1958,06/15/2017,SD,3.68
a,Newark Valley (Town),2.7 MI W OF NEWARK VALLEY,County Road 33 W.BR.OF OWEGO CRK,30 - County,1950,04/25/2017,N,6.61
a,Newark Valley (Town),3.6 MI SE OF BERKSHIRE,DALTON ROAD WILSON CREEK,40 - Town,1937,03/29/2017,SD,4.88
a,Newark Valley (Town),2.9 MI SE OF BERKSHIRE,KETCHUMVILLE ROAD WILSON CREEK,40 - Town,1950,11/23/2016,N,6.08
a,Newark Valley (Town),1.0 MI N OF NEWARK VALLEY,TAPPAN ROAD E BR OF OWEGO CRK,30 - County,2011,11/09/2015,N,7.00
a,Newark Valley (Town),1.7 MI NE NEWARK VALLEY,WILSON CREEK ROAD WILSON CREEK,30 - County,1976,04/20/2017,N,5.05
a,Newark Valley (Village),IN NEWARK VALLEY,WATER STREET E BR OF OWEGO CRK,30 - County,1937,04/20/2017,FO,6.63
a,Nichols (Town),3.8 MI NE JCT SH417&SH275,17  17 65033129 HUNTS CREEK,NYSDOT,1968,05/03/2016,N,6.38
a,Nichols (Town),2.9 MI NE JCT RTS 17 + 34,17  17 65063033 SUSQUEHANNA RIVER,NYSDOT,1973,07/18/2017,N,5.75
a,Nichols (Town),2.9 MI NE JCT RTS 17 + 34,17  17 65063033 SUSQUEHANNA RIVER,NYSDOT,1973,07/13/2015,N,4.78
a,Nichols (Town),3.2 MI NE JCT RTS 17 + 34,17  17 65063035 SUSQUEHANNA RIVER,NYSDOT,1970,07/18/2017,N,5.75
a,Nichols (Town),3.2 MI NE JCT RTS 17 + 34,17  17 65063035 SUSQUEHANNA RIVER,NYSDOT,1970,07/13/2015,N,5.38
a,Nichols (Town),3.5 MI NE JCT RTS 17 + 34,17  17 65063039 COUNTY ROAD 4,NYSDOT,1973,07/05/2016,N,6.62
a,Nichols (Town),3.5 MI NE JCT RTS 17 + 34,17  17 65063039 COUNTY ROAD 4,NYSDOT,1973,07/05/2016,N,6.24
a,Nichols (Town),0.2 MI SW JCT RTS 17 +282,17  17 65063083 COUNTY ROAD 4,NYSDOT,1973,07/26/2016,N,5.90
a,Nichols (Town),0.2 MI SW JCT RTS 17 +282,17  17 65063083 COUNTY ROAD 4,NYSDOT,1973,07/26/2016,N,6.45
a,Nichols (Town),JCT RTS 17 + 282,17  17 65063085 282 282 65011031,NYSDOT,1968,05/27/2016,N,6.53
a,Nichols (Town),JCT RTS 17 + 282,17  17 65063085 282 282 65011031,NYSDOT,1968,05/27/2016,N,6.35
a,Nichols (Town),0.1 MI E RTS 17 + 282,17  17 65063086 SACKETTS CREEK,NYSDOT,1967,08/24/2016,N,6.44
a,Nichols (Town),0.1 MI E RTS 17 + 282,17  17 65063086 SACKETTS CREEK,NYSDOT,1967,08/24/2016,N,6.19
a,Nichols (Town),1.3 MI E RTS 17 + 282,17  17 65063097 WAPPASENING CREEK,NYSDOT,1968,08/03/2016,N,6.41
a,Nichols (Town),1.3 MI E RTS 17 + 282,17  17 65063097 WAPPASENING CREEK,NYSDOT,1968,08/03/2016,N,6.50
a,Nichols (Town),1.6 MI E RTS 17 + 282,17  17 65063099 COUNTY ROAD 6,NYSDOT,1968,07/22/2016,N,6.36
a,Nichols (Town),1.6 MI E RTS 17 + 282,17  17 65063100 COUNTY ROAD 6,NYSDOT,1968,07/22/2016,N,5.79
a,Nichols (Town),3.8 MI NE JCT SH417&SH275,17  17 65063129 HUNTS CREEK,NYSDOT,1968,05/03/2016,N,5.75
a,Nichols (Town),4.8 MI NE RTS 17 + 282,17  17 65063132 STANTON HILL RD,NYSDOT,1968,08/17/2016,N,5.96
a,Nichols (Town),4.8 MI NE RTS 17 + 282,17  17 65063132 STANTON HILL RD,NYSDOT,1968,08/17/2016,N,6.09
a,Nichols (Town),5.1 MI NE JCT SH17 &SH282,17  17 65063135 SMITH CREEK,NYSDOT,1968,08/18/2015,N,4.77
a,Nichols (Town),6.5 MI SE JCT RTS 17 +282,282 282 65011003 WAPPASENING CREEK,NYSDOT,1964,07/07/2016,N,5.37
a,Nichols (Town),.2 MI SE JCT SH17 & SH282,282 282 65011028 SACKETTS CREEK,NYSDOT,1946,04/04/2016,FO,4.71
a,Nichols (Town),JCT RTE 282 + SUSQUEHANNA,282 282 65011031 NORFOLK  SOUTHERN R.R.,NYSDOT,1966,09/14/2016,N,5.89
"",,,MP 244.82,,,,,
"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Tioga County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
a,Nichols (Town),1.1 MI NE OF TIOGA CENTER,EAST RIVER ROAD HUNTS CREEK,30 - County,1940,06/07/2017,N,6.21
a,Nichols (Town),1.4 MI NE OF TIOGA CENTER,EAST RIVER ROAD SMITH CREEK,30 - County,1940,05/21/2017,N,6.64
a,Nichols (Town),IN VILLAGE OF NICHOLS,EAST RIVER ROAD WAPPASENING CREEK,30 - County,1920,10/20/2015,N,7.00
a,Nichols (Town),2.8 MI NE OF NICHOLS,MOORE HILL ROAD HUNT CREEK,40 - Town,2012,11/02/2016,N,7.00
a,Nichols (Town),1.9 MI E OF TIOGA CENTER,SMITH CREEK ROAD SMITH CREEK,30 - County,1986,08/03/2017,N,5.79
a,Nichols (Town),1.8 MI NE OF TIOGA CENTER,STANTON HILL ROAD SMITH CREEK,30 - County,1977,06/07/2017,N,6.28
a,Nichols (Town),3 MILES SW OF BARTON,WEST RIVER DRIVE PARKS CREEK,30 - County,1971,08/03/2017,SD,4.78
a,Owego (Town),3.8 MI NW OF APALACHIN,17  17 65063211 MARSHLAND ROAD,NYSDOT,1968,08/03/2016,N,5.46
a,Owego (Town),3.8 MI NW OF APALACHIN,17  17 65063211 MARSHLAND ROAD,NYSDOT,1968,08/03/2016,N,5.44
a,Owego (Town),JCT SH 17 & APALACHIN CRE,17  17 65063251 APALACHIN CREEK,NYSDOT,1966,09/08/2016,FO,5.15
a,Owego (Town),JCT SH 17 & APALACHIN CRE,17  17 65063251 APALACHIN CREEK,NYSDOT,1966,09/08/2016,N,4.91
a,Owego (Town),2.1 MI E OF OWEGO,17C 17C65011022 NORFOLK SOUTHERN,NYSDOT,1998,09/14/2016,N,6.25
a,Owego (Town),NW OF HIAWATHA ISLAND,17C 17C65011027 LIT NANTICOKE CRK,NYSDOT,2001,10/19/2016,N,6.78
a,Owego (Town),SE END OF CAMPVILLE,17C 17C65011068 CAMPVILLE CREEK,NYSDOT,2016,12/13/2016,N,6.70
a,Owego (Town),3.1 MI N OF OWEGO,38  38 65011032 MCLEAN CREEK,NYSDOT,1940,05/03/2016,SD,4.04
a,Owego (Town),4.5 MI SE JCT RTS 38 +38B,38B 38B65011045 CROCKER CREEK,NYSDOT,2014,10/19/2016,N,6.67
a,Owego (Town),0.1 MI W JCT RTS 38 + 96,96  96 65011018 OWEGO CREEK,NYSDOT,2008,09/20/2016,N,6.23
a,Owego (Town),0.8 MI SE OF APALACHIN,434  17 65061291 APALACHIN CREEK,NYSDOT,1991,09/27/2016,N,6.56
a,Owego (Town),0.3 MI N OWEGOINTERCHANGE,960J 17 65075D01 17C 17C65011021,NYSDOT,1968,07/26/2016,SD,4.67
a,Owego (Town),OWEGO INTERCHANGE RTE 17,960JX 17  17 65063193,NYSDOT,1968,07/30/2015,SD,3.92
a,Owego (Town),0.1 MI N OWEGOINTERCHANGE,960JX SUSQUEHANNA RIVER,NYSDOT,1968,12/13/2016,SD,4.73
a,Owego (Town),.1 MI NE EXIT 66 OF SH17,962JX NORFOLK SOUTHERN,NYSDOT,2001,09/22/2015,N,5.82
"",,,RAILROAD MP 227.7,,,,,
a,Owego (Town),3.7 MI S OF NEWARK VALLEY,BLODGETT ROAD E BR OWEGO CREEK,30 - County,1993,05/18/2017,N,6.08
a,Owego (Town),AT S.H.17 EXIT 66,CONN 434 TO 17C 17  17 65063249,NYSDOT,2000,04/17/2017,N,5.71
a,Owego (Town),2.3 mi South of Intersect,COUNTY ROAD 41 Long Creek,30 - County,2013,10/28/2015,FO,7.00
a,Owego (Town),5.6 MI E OF OWEGO,DAY HOLLOW ROAD FOSTER CREEK,30 - County,1982,07/17/2017,N,5.00
a,Owego (Town),4.0 MI E OF OWEGO,DAY HOLLOW ROAD LIT NANTICOKE CK,30 - County,2004,10/26/2016,N,6.00
a,Owego (Town),3.6 MI NORTH OF APALACHIN,FOSTER VALLEY RD FOSTER CREEK,40 - Town,2013,07/27/2017,N,7.00
a,Owego (Town),5.1 MI NE OF OWEGO,GASKILL ROAD LITT NANTICOKE CK,30 - County,2013,11/10/2015,N,7.00
a,Owego (Town),4.6 MILES EAST OF OWEGO,GASKILL ROAD LIT NANTICOKE CRK,30 - County,1999,05/22/2017,N,4.00
a,Owego (Town),4.3 MI NE OF OWEGO,GASKILL ROAD LITTLE NANTICOKE CRK,30 - County,1963,11/07/2016,N,6.72
a,Owego (Town),4.7 MI SE OF APALACHIN,HARNICK ROAD APALACHIN CREEK,30 - County,1978,05/10/2017,N,6.57
a,Owego (Town),.1mi N Owego Intchg,HICKORIES PARK RD LITTLE NANTICOKE,40 - Town,2014,08/15/2016,N,6.33
"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Tioga County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
a,Owego (Town),3.0 MI S OF APALACHIN,LILLIE HILL ROAD APALACHIN CREEK,30 - County,2013,11/10/2015,N,7.00
a,Owego (Town),1.6 MI SW OF APALACHIN,LONG CREEK ROAD LONG CREEK,40 - Town,1978,05/10/2017,N,5.00
a,Owego (Town),1.4 MI SW OF APALACHIN,LONG CREEK ROAD LONG CREEK,40 - Town,1979,05/03/2017,SD,4.90
a,Owego (Town),0.6 MI SE OF APALACHIN,MAIN STREET APALACHIN CREEK,30 - County,1929,08/31/2016,FO,6.83
a,Owego (Town),1.5 MI NW OF APALACHIN,MARSHLAND ROAD 17  17 65063234,NYSDOT,1968,07/11/2016,N,5.12
a,Owego (Town),2.3 MI SE OF OWEGO,PARK ROAD LIT NANTICOKE CRK,40 - Town,1983,04/27/2017,N,5.52
a,Owego (Town),2.4 MILES E OF CATATONK,PARK SETTLEMNT RD OWEGO CREEK,30 - County,1976,07/27/2017,SD,5.85
a,Owego (Town),5.1 MI SE OF APALACHIN,PENNSYLVANIA AVE APALACHIN CREEK,30 - County,1938,04/25/2017,SD,6.32
a,Owego (Town),1.3 MI SW OF APALACHIN,PENNSYLVANIA AVE DEERLICK CREEK,30 - County,1971,11/22/2016,FO,6.77
a,Owego (Town),3.7 MI SOUTH OF APALACHIN,PENNSYLVANIA AVE S APALACHIN CREEK,30 - County,2007,05/10/2016,N,7.00
a,Owego (Town),4.3 MI SE OF OWEGO,VALLEY ROAD PUMPELLY CREEK,40 - Town,1930,06/13/2017,FO,5.44
a,Owego (Town),4.8 MI SE OF OWEGO,VALLEY ROAD PUMPELLY CREEK,40 - Town,1930,06/13/2017,N,5.66
a,Owego (Town),4.1 MI SE OF OWEGO,VALLEY ROAD PUMPELLY CREEK,40 - Town,1930,03/30/2017,SD,3.87
a,Owego (Town),5 MILES SW NEWARK VALLEY,WEST CREEK ROAD E BR OWEGO CREEK,30 - County,1936,11/29/2016,FO,6.31
a,Owego (Town),3 MILES EAST OF OWEGO,YOUNGS ROAD LITT NANTICOKE CREEK,40 - Town,1972,06/26/2017,SD,4.15
a,Owego (Village),5.1 MI SW JCT SH17 & SH38,17  17 65063169 PUMPELLY CREEK,NYSDOT,1967,05/03/2016,SD,6.34
a,Owego (Village),5.1 MI SW JCT SH17 & SH38,17  17 65063169 PUMPELLY CREEK,NYSDOT,1967,05/03/2016,SD,6.57
a,Owego (Village),1.2 MI N OF OWEGO,38  38 65011012 HUNTINGTON CREEK,NYSDOT,1939,04/13/2016,N,4.73
a,Owego (Village),JCT S.H.96 & S.T.E.,96  38 65061216 17  17 65063176,NYSDOT,2003,10/30/2015,N,6.21
a,Owego (Village),0.1 MI NE JCT RTS 17 + 38,962G 962G65011000 17  17 65063178,NYSDOT,1966,08/20/2015,N,5.19
a,Owego (Village),1 MILE SW OF OWEGO,SOUTH SIDE DRIVE PUMPELLY CREEK,30 - County,2010,11/09/2016,N,7.00
a,Richford (Town),0.8 MI SE OF RICHFORD,38  38 65011188 E BR OWEGO CREEK,NYSDOT,1959,08/21/2017,SD,
a,Richford (Town),.5 MILE SW OF RICHFORD,38  38 65011192 BIGGIES CREEK,NYSDOT,1936,04/13/2016,SD,4.50
a,Richford (Town),SOUTH END OF RICHFORD,38  38 65011198 BARDEN CREEK,NYSDOT,1936,05/03/2016,SD,4.13
a,Richford (Town),IN RICHFORD,79  79 65041050 E BR OWEGO CREEK,NYSDOT,2001,05/07/2015,N,6.32
a,Richford (Town),RTE 79 5.1 MI NW RICHFORD,79  79 65041100 W.BR.OWEGO CREEK,NYSDOT,1991,08/17/2016,N,6.22
a,Richford (Town),1.8 MI NW OF RICHFORD,BARDEN ROAD WEST HILL CREEK,40 - Town,2013,11/09/2015,N,6.29
a,Richford (Town),3.4 MI NE OF RICHFORD,ROCKEFELLER ROAD TRIB E BR OWEGO CK,40 - Town,1937,05/17/2017,N,5.64
a,Richford (Town),1.9 MI W OF RICHFORD,WEST CREEK ROAD WEST HILL CREEK,30 - County,2009,07/12/2017,N,7.00
a,Spencer (Town),3.7 MI NE OF SPENCER,34  34 65031056 DRY RUN CREEK,NYSDOT,1968,05/17/2016,N,7.00
a,Spencer (Town),3.7MI E INTERS RT 34 &96,96  96 65011149 MILL RACE,NYSDOT,1989,05/21/2017,N,5.56
a,Spencer (Town),3.6MI E INTERS RT 34 & 96,96  96 65011150 CATATONK CREEK,NYSDOT,1989,09/28/2016,N,6.44
a,Spencer (Town),2.6 MI E OF SPENCER,96  96 65011159 SULPHUR SPRNGS CK,NYSDOT,1934,03/29/2017,SD,4.66
"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Tioga County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
a,Spencer (Town),2.0 MI E OF VAN ETTEN,CR 3 DEAN CR RD DEAN CREEK,30 - County,1931,06/08/2016,N,4.93
a,Spencer (Town),1.9 MI E OF VAN ETTEN,CR 3 DEAN CREEK ROAD DEAN CREEK,30 - County,2012,11/01/2016,N,6.69
a,Spencer (Town),3.0 MI E OF SPENCER,EAST SPENCER ROAD DEAN CREEK,30 - County,1963,03/27/2017,N,5.83
a,Spencer (Town),3.3 MI NE OF SPENCER,EMERY ROAD SULPHUR SPRING CK,40 - Town,1972,07/13/2017,N,4.00
a,Spencer (Town),1.8 MI N OF SPENCER,FISHER SETTLEMENT CATATONK CREEK,40 - Town,1975,04/20/2017,N,4.00
a,Spencer (Town),2.6 MI N OF SPENCER,FISHER SETTLEMENT MILLER CREEK,40 - Town,1984,06/26/2017,FO,3.65
a,Spencer (Town),2 MILES NORTH OF SPENCER,FISHER SETTLEMENT ROAD MILLER CREEK,40 - Town,1973,05/23/2017,SD,4.61
a,Spencer (Town),1.0 MI E OF SPENCER,HALSEY VALLEY RD CATATONK CREEK,30 - County,1940,03/28/2017,N,6.69
a,Spencer (Town),1.3 MI SE OF SPENCER,HALSEY VALLEY RD. DEAN CREEK,30 - County,1961,11/08/2016,N,5.87
a,Spencer (Town),1.4 MI SE OF SPENCER,HALSEY VALLEY ROAD S.BR.CATATONK CRK,30 - County,1961,11/08/2016,N,6.54
a,Spencer (Town),2.2 MI E OF SPENCER,OWL CREEK ROAD SO BR CATATONK CK,30 - County,1979,04/26/2017,N,5.95
a,Spencer (Town),0.6 MI S OF SPENCER,SABIN ROAD DEAN CREEK,30 - County,2012,11/01/2016,N,5.77
a,Spencer (Village),0.2 MI E OF SPENCER,34  34 65031017 RAILROAD AVENUE,NYSDOT,1941,09/09/2016,FO,5.44
a,Spencer (Village),0.1 MI E OF SPENCER,96  96 65011186 CATATONK CREEK,NYSDOT,2015,12/03/2015,N,6.47
a,Spencer (Village),IN SPENCER,EAST HILL ROAD CATATONK CREEK,40 - Town,1897,06/26/2017,N,3.89
a,Spencer (Village),IN SPENCER,OWEGO STREET CATATONK CREEK,40 - Town,2004,09/26/2016,FO,6.29
a,Tioga (Town),IN SMITHBORO ON S.H.17C,17C 17 65061115 TRIB. SUSQUEHANNA,NYSDOT,1932,10/03/2016,SD,4.93
"",,,RIVER,,,,,
a,Tioga (Town),JCT RTE 17 & CATATONK,17C 17 65061204 OWEGO CREEK,NYSDOT,1993,04/17/2017,N,6.27
a,Tioga (Town),RTE 17C E TIOGA CENTER,17C 17C65061155 PIPE CREEK,NYSDOT,2001,10/19/2016,N,6.85
a,Tioga (Town),3.5 MI WEST OF OWEGO,17C 17C65061179 NORFOLK & SOUTHERN,NYSDOT,1996,09/28/2016,N,5.88
"",,,R.R.  MP 239.31,,,,,
a,Tioga (Town),3.0 MI W OF OWEGO,17C 17C65061183 THORNE HOLLOW CRK,NYSDOT,1995,10/19/2016,N,6.33
